,city_state,donor_counts
22222,"Strongsville,, OH",1
22223,"SURPRISE, AZ",1
22224,"Brooklyn, CO",1
22225,"LEONARDTOWN, MD",1
22226,"TELLURIDE, CO",1
22227,"El Dorado, CA",1
22228,"fort smith, AR",1
22229,"SEABROOK, TX",1
22230,"Newcastle, ME",1
22231,"Munger, MI",1
22232,"rochester, MI",1
22233,"Greenacres, WA",1
22234,"stephens city, VA",1
22235,"Bennington, KS",1
22236,"DeWitt, AR",1
22237,"woodbury, TN",1
22238,"City of Central, LA",1
22239,"kannapolis, NC",1
22240,"San marcos, TX",1
22241,"SAVAGE, MN",1
22242,"San Diego,   ",1
22243,"Edmonton, AB, NY",1
22244,"Golden Bridge, NY",1
22245,"Etna, CA",1
22246,"Longton, KS",1
22247,"LAKELAND, FL",1
22248,"Spencerville, IN",1
22249,"Campton, KY",1
22250,"east moline, IL",1
22251,"Teancek, NJ",1
22252,"none, PA",1
22253,"MAHWAH, NJ",1
22254,"DULLES, VA",1
22255,"bellerose village, NY",1
22256,"Ingelewood, CA",1
22257,"The Woodlands77382, TX",1
22258,"New Yotk, NY",1
22259,"Van buren, AR",1
22260,"\, WA",1
22261,"shafter, CA",1
22262,"Ardsley, PA",1
22263,"east berne, NY",1
22264,"Dripping springs, TX",1
22265,"ARDEN, NC",1
22266,"Sumerduck, VA",1
22267,"Mtn.Grove, MO",1
22268,"East McKeesport, PA",1
22269,"Oakland Ca, CA",1
22270,"McCutchenville, OH",1
22271,"Houton, TX",1
22272,"Indpla, IN",1
22273,"GURABO, PR",1
22274,"RANCHO MIRAGE, CA",1
22275,"Henning, MN",1
22276,"Waxhaw,, NC",1
22277,"Halifax, VA",1
22278,"WHEATON, IL",1
22279,"Covingtn, WA",1
22280,"la rue, OH",1
22281,"BETHEL, NY",1
22282,"minneapolis, MI",1
22283,"MISSOURI CITY, TX",1
22284,"islip terrace, NY",1
22285,"s pasadena, CA",1
22286,"litchfield, CT",1
22287,"Lilse, IL",1
22288,"Somerville,   ",1
22289,"Princeton, MN",1
22290,"WESTMINSTER, CO",1
22291,"astoria ny, NY",1
22292,"burr oak, MI",1
22293,"salt Lake City, UT",1
22294,"Irinve, CA",1
22295,"Research Triangle Pk, NC",1
22296,"Tallassee, AL",1
22297,"churchville, MD",1
22298,"oakhurst, NJ",1
22299,"Downer's Grove, IL",1
22300,"San BErnardino, CA",1
22301,"Mountain Brk, AL",1
22302,"São Paulo, SD",1
22303,"Hillman, MI",1
22304,"Palmer, MI",1
22305,"COOPER CITY, FL",1
22306,"Newton, IL",1
22307,"Moylan, PA",1
22308,"jamacia, NY",1
22309,"MPLS, MN",1
22310,"evanston, WA",1
22311,"MT, MT",1
22312,"Kelalakekua, HI",1
22313,"central point, OR",1
22314,"BArtelso, IL",1
22315,"Coarsegold,, AZ",1
22316,"Unionville, VA",1
22317,"BENTON, WI",1
22318,"Camp Meeker, CA",1
22319,"Milton, VT",1
22320,"Novato,, CA",1
22321,"wyckoff, NJ",1
22322,"San Fracisco, CA",1
22323,"BURLINGTON, WI",1
22324,"Tofte, MN",1
22325,"ST Augustine, FL",1
22326,"Parma, ID",1
22327,"Rison, AR",1
22328,"Balmain, NY",1
22329,"new smyrna bch, FL",1
22330,"Lake Hamilton, FL",1
22331,"Easvale, CA",1
22332,"Cherryfield, ME",1
22333,"Manchester Twp., NJ",1
22334,"Land O Lakes, FL,   ",1
22335,"MOUNTAIN HOME, AR",1
22336,"Daytona, FL",1
22337,"Housotn, TX",1
22338,"East Bernstadt, KY",1
22339,"Foresthills, NY",1
22340,"palm beach garden, FL",1
22341,"Raliegh, NC",1
22342,"Buffalio Junction, VA",1
22343,"Burton, OH",1
22344,"Rehobotyh, MA",1
22345,"Howard Beacg, NY",1
22346,"mccook, NE",1
22347,"Linwood, MI",1
22348,"Oceansdie, CA",1
22349,"Salem, Utah, UT",1
22350,"Blanchard, MI",1
22351,"Kensingtom, CA",1
22352,"Carolina shores, NC",1
22353,"Jobstown, NJ",1
22354,"South Nyack, NY",1
22355,"St Joseph, MI",1
22356,"new york, CA",1
22357,"Wainscott, NY",1
22358,"Gayville, SD",1
22359,"ELM GROVE, LA",1
22360,"Valley View, PA",1
22361,"Egg Harbor, NJ",1
22362,"HOMER GLEN, IL",1
22363,"1574 Coburg Rd #280, OR",1
22364,"Markleton, PA",1
22365,"Miller's Pt, AL",1
22366,"niskayuna, NY",1
22367,"Lake Genevai, WI",1
22368,"DUNKERTON, IA",1
22369,"Kensington, NH",1
22370,"HOLLY HILL, FL",1
22371,"Bronx, NC",1
22372,"WARRENS, WI",1
22373,"Land Of Lakes, FL",1
22374,"Salzburg  AUSTRIA, NY",1
22375,"Killeen, TX, TX",1
22376,"Hodges, SC",1
22377,"Laguna Nigeul, CA",1
22378,"chelsea, MI",1
22379,"Burnaby, BC, Canada,   ",1
22380,"EDENTON, NC",1
22381,"banks, OR",1
22382,"APO  AP, CA",1
22383,"CHRISMAN, IL",1
22384,"Moccasin, MT",1
22385,"eagle mountain, UT",1
22386,"Black Creek, GA",1
22387,"BN2 3PH, Great Britain, NY",1
22388,"33624, FL",1
22389,"Tallmadge Township, MI",1
22390,"Randolph, WI",1
22391,"Chapel hil, NC",1
22392,"BONNER SPRINGS, KS",1
22393,"Saint charles, MO",1
22394,"ST SIMONS ISLAND, GA",1
22395,"Hazard, KY",1
22396,"CHattanooga, TN",1
22397,"no thanx, OH",1
22398,"Brentwod, TN",1
22399,"WYANDOTTE, MI",1
22400,"PAC PAL, CA",1
22401,"MONONGAHELA, PA",1
22402,"dub., IA",1
22403,"Village of Lakewood, IL",1
22404,"Thompson, OH",1
22405,"Winthrop, WA",1
22406,"Tuscaloos, AL",1
22407,"Prather, CA",1
22408,"North Carolina (NC), NC",1
22409,"HIldreth, NE",1
22410,"Ft.Thomas, KY",1
22411,"London Mills, IL",1
22412,"Irma, WI",1
22413,"Pt. Richmond, CA",1
22414,"lake grove, NY",1
22415,"rosemont, PA",1
22416,"Waverly Hall, GA",1
22417,"shrewsbury, PA",1
22418,"St Francisville, LA",1
22419,"Blencoe, IA",1
22420,"Moultonboro, NH",1
22421,"w.roxbury, MA",1
22422,"Moultonboro, NY",1
22423,"Bethany, IL",1
22424,"Wh, NY",1
22425,"Oakalnd, CA",1
22426,"LINCOLNWOOD, IL",1
22427,"Webb Ciy, MO",1
22428,"Paramus, NH",1
22429,"Dutton, VA",1
22430,"Center moriches, NY",1
22431,"WESTFORD, MA",1
22432,"Princeton, PA",1
22433,"Fredonia, WI",1
22434,"Monroe City, IN",1
22435,"scottsboro, AL",1
22436,"Glen head, NY",1
22437,"Earville, IL",1
22438,"west Bend, WI",1
22439,"Calumet, MI",1
22440,"Dayton, WY",1
22441,"Redford Twp, MI",1
22442,"Birmingham, VA",1
22443,"Bible School Park, NY",1
22444,"statham, GA",1
22445,"Eutawville, SC",1
22446,"FOREST CITY, NC",1
22447,"south plainfield, NJ",1
22448,"Paradsie, CA",1
22449,"hilton head, IN",1
22450,"tryon, NC",1
22451,"Brookside, NJ",1
22452,"Harrisville, NH",1
22453,"Mc Lean, VA",1
22454,"galt, CA",1
22455,"Marion, MS",1
22456,"Yosemite National Park, CA",1
22457,"RENSSELAER, NY",1
22458,"Lic, NY",1
22459,"Sparr, FL",1
22460,"OAKWOOD, GA",1
22461,"Rising SUn, IN",1
22462,"Roselle,   ",1
22463,"Lone Oak, TX",1
22464,"FAYETTEVILLE, TN",1
22465,"thurmont, MD",1
22466,"FLOYDADA, TX",1
22467,"OAK HARBOR, WA",1
22468,"Warrenville, SC",1
22469,"Cloverport, KY",1
22470,"Milwuakie, OR",1
22471,"amherst, OH",1
22472,"HOOD RIVER, OR",1
22473,"black earth, WI",1
22474,"NUTLEY, NJ",1
22475,"Sheffield, AL",1
22476,"Township of washington, NJ",1
22477,"Cheyenne, WY, WY",1
22478,"Crestline, OH",1
22479,"Resaca, GA",1
22480,"High Rolls Mountain Park, NM",1
22481,"franklin lakes, NJ",1
22482,"Burkeville, VA",1
22483,"highlands ranch, CO",1
22484,"Can nuys, CA",1
22485,"Shoshone, ID",1
22486,"Fort Loramie, OH",1
22487,"JOPPA, MD",1
22488,"plainfield, IN",1
22489,"somerset, PA",1
22490,"CARSON CITY, MI",1
22491,"cana, VA",1
22492,"Tidioute, PA",1
22493,"Princeton, ME",1
22494,"Milam, WV",1
22495,"Minerva, OH",1
22496,"West Union, WV",1
22497,"Creve Coeur, IL",1
22498,"Hoolehua, HI",1
22499,"Santa Cuz, CA",1
22500,"NORTH FORT MYERS, FL",1
22501,"gallatin, TN",1
22502,"Santa Nella, CA",1
22503,"Pluckemin, NJ",1
22504,"Hopewell jct, NY",1
22505,"MEADVILLE, PA",1
22506,"Wyandotte, OK",1
22507,"sleepy hollow, IL",1
22508,"Maaapegua, NY",1
22509,"Richmond Hill Queens, NY",1
22510,"Jersey CIty, NJ",1
22511,"Mount Wilson, CA",1
22512,"RIVER FOREST, IL",1
22513,"Gilbert,AZ, AZ",1
22514,"MURRELLS INLET, SC",1
22515,"Stantonville, TN",1
22516,"NORTH BILLERICA, MA",1
22517,"chuluota, FL",1
22518,"Penhook, VA",1
22519,"CONYERS, GA",1
22520,"Orange,, TX",1
22521,"Town and Country, MO",1
22522,"Aromas, CA",1
22523,"VERNAL, UT",1
22524,"Brownstown, PA",1
22525,"garrattsville, NY",1
22526,"Groton, NY",1
22527,"CHERAW, SC",1
22528,"Temple Hills Md, MD",1
22529,"St.Joseph, MO",1
22530,"lake havasu city, AZ",1
22531,"Sonoma, AR",1
22532,"Monroe, CO",1
22533,"palmyra, NY",1
22534,"washington, PA",1
22535,"bpt, CT",1
22536,"keswick, IA",1
22537,"whitinsville, MA",1
22538,"newcastle, ME",1
22539,"ff, MD",1
22540,"SHICKLEY, NE",1
22541,"MANDAN, ND",1
22542,"TempleTerrace, FL",1
22543,"Cape girardeau, MO",1
22544,"Teutopolis, IL",1
22545,"augusta, GA",1
22546,"Bay Harbor, FL",1
22547,"Powell, MO",1
22548,"Pegeon, MI",1
22549,"BURNSVILLE, NC",1
22550,"Daphne, KY",1
22551,"Johnston RI, RI",1
22552,"harrisburg, NC",1
22553,"Lawrence,, KS",1
22554,"FOrt Wayne, IN",1
22555,"Moon Twp., PA",1
22556,"LINCOLNS, NE",1
22557,"Rancho Santa Margari, CA",1
22558,"Jalalabad Airfield, AE",1
22559,"Rohrersville, MD",1
22560,"n wilkesboro, NC",1
22561,"NSW Australia, NY",1
22562,"Wellington, New Zealand 5010, ID",1
22563,"Berlin, NY",1
22564,"Northfield-NF, IL",1
22565,"Lindsay, TX",1
22566,"east walpole, MA",1
22567,"clifton, VA",1
22568,"WHITE BIRD, ID",1
22569,"N. Wales, PA",1
22570,"Riverview, GA",1
22571,"North bergen, NJ",1
22572,"La jolla, CA",1
22573,"Valrifo, FL",1
22574,"KBH N, CA",1
22575,"Westlake Village, Ca, CA",1
22576,"Chincoteague Island, VA",1
22577,"De, MI",1
22578,"Grizzly Flats, CA",1
22579,"Martinsville, IL",1
22580,"kc, MO",1
22581,"Bridgport, CT",1
22582,"Kane, PA",1
22583,"Jacksonville, nc, NC",1
22584,"BERLIN, WI",1
22585,"Colelyville, TX",1
22586,"CRESTON, IA",1
22587,"winchester, IL",1
22588,"Overton, TX",1
22589,"Sab Mateo, CA",1
22590,"Palmyra, MO",1
22591,"Grayslake, IL, IL",1
22592,"GREENVILLE, PA, PA",1
22593,"Greenwood, MO",1
22594,"East Springfield, OH",1
22595,"West Valley, NY",1
22596,"Bad Axe, MI",1
22597,"ASH FORk, AZ",1
22598,"Carpenter, SD",1
22599,"Balwin, MO",1
22600,"Easy Rockaway, NY",1
22601,"Bancroft, WI",1
22602,"WAYNE, MI",1
22603,"southington, CT",1
22604,"Mayaguez, NY",1
22605,"westville grove, NJ",1
22606,"Yarley, PA",1
22607,"GROSSE POINTE WOODS, MI",1
22608,"mt. holly, NC",1
22609,"brandywine, MD",1
22610,"No. Ogden, UT",1
22611,"canton, MS",1
22612,"swansea, IL",1
22613,"Sugar Grove, OH",1
22614,"Lynbrook, NV",1
22615,"Covington, Ga., GA",1
22616,"WIXOM, MI",1
22617,"Otis, ME",1
22618,"lOS aNGELES, CA",1
22619,"parsonsfield, ME",1
22620,"hohokus, NJ",1
22621,"AUGUSTA, GA",1
22622,"MORENO VALLEY, CA",1
22623,"Crystal, MS",1
22624,"antigo, WI",1
22625,"Groves, TX",1
22626,"Riverdale,, NY",1
22627,"CUDAHY, WI",1
22628,"Ale, VA",1
22629,"Entiat, WA",1
22630,"Groesbeck, TX",1
22631,"St. Augusta, MN",1
22632,"HARVEY, LA",1
22633,"Cutler court, FL",1
22634,"Younsgtown, OH",1
22635,"Pentwater, MI",1
22636,"Missouri valley, IA",1
22637,"prov, RI",1
22638,"Gamaliel, AR",1
22639,"Lanesborough, MA",1
22640,"Clifford, PA",1
22641,"Select, CT",1
22642,"Groose Pointe Farms, MI",1
22643,"Kite, KY",1
22644,"Spray Beach, NJ",1
22645,"Vancouver, Canada, V6H 2T6, NY",1
22646,"Berkeley, MI",1
22647,"GRAND JUNCTION, CO",1
22648,"Maine, NY",1
22649,"Cardington, OH",1
22650,"Vinalhaven, ME",1
22651,"Mayfield Village, OH",1
22652,"Mt.Vernon, ME",1
22653,"Landers, CA",1
22654,"ROCHESTER, WA",1
22655,"Laurelville, OH",1
22656,"Hermitage,, PA",1
22657,"Menlo Park,   ",1
22658,"Woodlynn, NJ",1
22659,"NEWARK, NY",1
22660,"PORTSMOUTH, NH",1
22661,"bear, DE",1
22662,"McLean,, VA",1
22663,"Chestnut Ridge,, NY",1
22664,"Falls Church, CA",1
22665,"60107, IL",1
22666,"CENTRAL VALLEY, NY",1
22667,"Winter Haven, FL, FL",1
22668,"jonesboro, AR",1
22669,"JENSEN BEAC H, FL",1
22670,"Ctr Conway, NH",1
22671,"Greensboro, N C, NC",1
22672,"Humboldt, KS",1
22673,"Silicon Valley, CA",1
22674,"rokonkoma, NY",1
22675,"BLUE POINT, NY",1
22676,"Waterport, NY",1
22677,"Chesterfield, IN",1
22678,"pendleton, OR",1
22679,"reisterstown, MD",1
22680,"Chester, WV",1
22681,"winston Salem, NC",1
22682,"LELAND, NC",1
22683,"Montclarir, NJ",1
22684,"Crescent City, IL",1
22685,"Exeter, PA",1
22686,"south holland, IL",1
22687,"APO, WA",1
22688,"spanway, WA",1
22689,"NORTHDALE, FL",1
22690,"port matilda, PA",1
22691,"Fountain, MI",1
22692,"Paniqui Tarlac PHILIPPINES, AP",1
22693,"Dana, NC",1
22694,"Louisiana, MO",1
22695,"Hacienda heights, CA",1
22696,"HIGHLANDVILLE, MO",1
22697,"west pal beach, FL",1
22698,"1035 Crescent Ridge Drive, GA",1
22699,"Alpharetta, TX",1
22700,"jerhico, NY",1
22701,"*, WA",1
22702,"Panama CIty, FL",1
22703,"Howard Lake, MN",1
22704,"Potsdam, CA",1
22705,"9814 W 18th St, MN",1
22706,"newington, VA",1
22707,"Bolingbrook,   ",1
22708,"Barker, NY",1
22709,"MILLS, WY",1
22710,"ney york, NY",1
22711,"Butler, WI",1
22712,"ELLENTON, FL",1
22713,"BULLHEAD CITY, AZ",1
22714,"Cumming, IA",1
22715,"DAWSON, TX",1
22716,"Armstrong, IA",1
22717,"VASSAR, KS",1
22718,"millburn, NJ",1
22719,"grand junction, CO",1
22720,"Daisy, TN",1
22721,"DEFUNIAK SPRINGS, FL",1
22722,"Edinburgh, UK, NY",1
22723,"HYANNIS, MA",1
22724,"nk, NJ",1
22725,"LaCrescenta, CA",1
22726,"San Francisco, AK",1
22727,"Deltaville, VA",1
22728,"Maysel, WV",1
22729,"Marin City, CA",1
22730,"Key Biscayne, VA",1
22731,"Oro Grande, CA",1
22732,"van nuys,, CA",1
22733,"Courtland, KS",1
22734,"Shrewsbury, VT, VT",1
22735,"elin, IL",1
22736,"Brooklyn, UT",1
22737,"E. Hanover, NJ",1
22738,"Saint Charles, MN",1
22739,"ann arborr, MI",1
22740,"glencoe, MN",1
22741,"Dougaston, NY",1
22742,"lake placid, FL",1
22743,"fairview, NM",1
22744,"C, CA",1
22745,"St.Cloud, FL",1
22746,"Northville, NY",1
22747,"Port Byron, IL",1
22748,"W, TX",1
22749,"Garden City, TX",1
22750,"Seaford, VA",1
22751,"Boulder creek, CA",1
22752,"ROANOKE, VA",1
22753,"LAKE CITY, FL",1
22754,"fairfax station, VA",1
22755,"Moscow, TN",1
22756,"Buffalo, NM",1
22757,"copley, OH",1
22758,"ridgefield park, NJ",1
22759,"Anacoco, LA",1
22760,"Hinsddale, IL",1
22761,"napoleon, OH",1
22762,"VILLE PLATTE, LA",1
22763,"kENOSHA, WI",1
22764,"hollidaysburg, PA",1
22765,"Praque, OK",1
22766,"Scottsdale AZ, AZ",1
22767,"Santa Fe Sprngs, CA",1
22768,"Kensett, IA",1
22769,"Lanesboro, MA",1
22770,"New Ringgold, PA",1
22771,"Wickliffe, KY",1
22772,"Northfield Center, OH",1
22773,"Stockholm, NY",1
22774,"Birmngham, AL",1
22775,"trappe, PA",1
22776,"Orangevalle, CA",1
22777,"QUEENSTOWN, MD",1
22778,"Montclair, NM",1
22779,"New York `, NY",1
22780,"ft collins, CO",1
22781,"BRASELTON, GA",1
22782,"bROOKLYN, NY",1
22783,"McGehee, AR",1
22784,"Shanghai, AL",1
22785,"Anonymous, TX",1
22786,"fairway, KS",1
22787,"pontedera, MN",1
22788,"BERWYN, IL",1
22789,"BIGDAWG, GA",1
22790,"Ririe, ID",1
22791,"eagle bend, MN",1
22792,"Eucha, OK",1
22793,"Darein, IL",1
22794,"Aurora, OR",1
22795,"Karrinyup, WA",1
22796,"weststockbridge, MA",1
22797,"MALDEN, MA",1
22798,"gulf shores, AL",1
22799,"LITTLE SILVER, NJ",1
22800,"Select One..., SC",1
22801,"Graettinger, IA",1
22802,"Port neches, TX",1
22803,"wattsburg, PA",1
22804,"AL, IL",1
22805,"Remsenburg, NY",1
22806,"Green Bay, WY",1
22807,"Rugby, ND",1
22808,"Ward, SC",1
22809,"robbinsville, NC",1
22810,"ONTARIO, NY",1
22811,"juno beach, FL",1
22812,"SELIGMAN, MO",1
22813,"Saddl e river, NJ",1
22814,"Oklahoma, OK",1
22815,"fort Mill, SC",1
22816,"Pttsboro, NC",1
22817,"Meadow vista, CA",1
22818,"green lake, WI",1
22819,"MARCO ISLAND, FL",1
22820,"Cooper, FL",1
22821,"maineville, OH",1
22822,"CHATHAM, IL",1
22823,"CedarFalls, IA",1
22824,"snow hill, MD",1
22825,"HELENA, AL",1
22826,"Tickfaw, LA",1
22827,"Everly, IA",1
22828,"LEAVENWORTH, KS",1
22829,"Mil Valley, CA",1
22830,"Oak Hill, FL",1
22831,"NORTH CHESTERFIELD, VA",1
22832,"BRACKETTVILLE, TX",1
22833,"Cumberland Foreside, ME",1
22834,"Calgary, MS",1
22835,"Middleton,, WI",1
22836,"valley village, CA",1
22837,"gloucester pt, VA",1
22838,"LAKE VILLAGE, AR",1
22839,"LAKE PLACID, NY",1
22840,"rock springs, WY",1
22841,"Richmond ca, CA",1
22842,"sTAR, ID",1
22843,"Fountain inn, SC",1
22844,"ANTHONY, FL",1
22845,"Terre Haute, IN, IN",1
22846,"golden valley, MN",1
22847,"dublin, NY",1
22848,"Fall Creek, OR",1
22849,"Pikesvilee, MD",1
22850,"meredith, NH",1
22851,"SACHSE, TX",1
22852,"haddon heights, NJ",1
22853,"Pulaski, TN",1
22854,"Meridian, TX",1
22855,"Los Angeles,, AR",1
22856,"williamsport, IN",1
22857,"Springdale, PA",1
22858,"CLINTON TWP, MI",1
22859,"THANKS, CA",1
22860,"SEOUL, South Korea, NY",1
22861,"MossPoint, MS",1
22862,"TRENTON, OH",1
22863,"Cabins, WV",1
22864,"Westport Point, MA",1
22865,"thomasville, NC",1
22866,"RUSH, NY",1
22867,"PELHAM, NY",1
22868,"Hebron, NH",1
22869,"bourg, LA",1
22870,"59, LA",1
22871,"Blountsville, AL",1
22872,"Calgary, IL",1
22873,"Yarmouth, LA",1
22874,"Hebron, NE",1
22875,"le claire, IA",1
22876,"la Grange, NC",1
22877,"Beale AFB, CA",1
22878,"Claysville, PA",1
22879,"wichita, TX",1
22880,"Madrid, NY",1
22881,"Snow camp, NC",1
22882,"Carrollton, TN",1
22883,"Mohnton, SC",1
22884,"Harbeson, DE",1
22885,"Penllyn, PA",1
22886,"Nitro, WV",1
22887,"maybrook, NY",1
22888,"crestview hills, KY",1
22889,"Haddon Twp, NJ",1
22890,"Maylene, AL",1
22891,"LORIS, SC",1
22892,"redondo Beach, CA",1
22893,"90 Lanman Road, FL",1
22894,"W. Orange, NJ",1
22895,"BRIDGEVILLE, PA",1
22896,"Berwyn, NE",1
22897,"portland, TN",1
22898,"chisholm, MN",1
22899,"lusby, MD",1
22900,"Mendon, NY",1
22901,"Ft. Cobb, OK",1
22902,"rincon, GA",1
22903,"Blomindgale, IL",1
22904,"BLACKLICK, OH",1
22905,"lyons, NV",1
22906,"Bismarck, MO",1
22907,"brookfield, VT",1
22908,"oNTARIO, CA",1
22909,"Charlestown,, MA",1
22910,"Coonut Creek, FL",1
22911,"Halifax, NC",1
22912,"TARPON SPRINGS, FL",1
22913,"FENTON, MO",1
22914,"williamston, NC",1
22915,"Junction city, CA",1
22916,"Rehrersburg, PA",1
22917,"nephi, UT",1
22918,"weatherby lake, MO",1
22919,"Kingsford Heights, IN",1
22920,"commerce, MI",1
22921,"Winnipeg, FL",1
22922,"Kent City, MI",1
22923,"Carrizo Springs, TX",1
22924,"Lena, IL",1
22925,"Exeland, WI",1
22926,"COOS BAY, OR",1
22927,"South Tamworth, NH",1
22928,"Hazel Green, WI",1
22929,"Olmsted Twp, OH",1
22930,"st. charles, MO",1
22931,"ELk Grove, CA",1
22932,"Nashville,   ",1
22933,"Winston- Salem, NC",1
22934,"Hico, TX",1
22935,"So. Eastom, ME",1
22936,"MEQUON, WI",1
22937,"Yeagertown, PA",1
22938,"Dale City, VA",1
22939,"HALE, MI",1
22940,"St. Marys, GA",1
22941,"Oxford, FL",1
22942,"Manhattan Bea, CA",1
22943,"Colorado City, TX",1
22944,"Victor, ID",1
22945,"east waterboro, ME",1
22946,"Comstock, TX",1
22947,"Shell Beach, CA",1
22948,"Hopkinton, NC",1
22949,"Apt 305, VA",1
22950,"Lockeford, CA",1
22951,"Waxhax, NC",1
22952,"De Witt, AR",1
22953,"la Mirada, CA",1
22954,"Napa, Ca, CA",1
22955,"Ataacadero, CA",1
22956,"South river, NJ",1
22957,"Jacinto, TX",1
22958,"MONROEVILLE, PA, PA",1
22959,"Bowie, AZ",1
22960,"plainfield, FL",1
22961,"Jasper, TN",1
22962,"GRAY, LA",1
22963,"Boston, NJ",1
22964,"Elliott, IL",1
22965,"oceansdie, NY",1
22966,"Los alamos, NM",1
22967,"FORT RILEY, KS",1
22968,"Jasper, TX",1
22969,"larkspur, CO",1
22970,"los Altos Hills, CA",1
22971,"Limestone, ME",1
22972,"thornton, IL",1
22973,"ENLGEWOOD CLIFFS, NJ",1
22974,"Spreckels, CA",1
22975,"DAKOTA, IL",1
22976,"Lucerne Valley, CA",1
22977,"South Beach, OR",1
22978,"Switzerland, FL",1
22979,"ESCANABA, MI",1
22980,"granby, CT",1
22981,"Mount Union, PA",1
22982,"Blooming Glen, PA",1
22983,"Portland, IA",1
22984,"Kimberton, PA",1
22985,"Devonport, NC",1
22986,"Calera, OK",1
22987,"mooresville, IN",1
22988,"Longport, NJ",1
22989,"radcliff, KY",1
22990,"liberty township, OH",1
22991,"gulfport, MS",1
22992,"MINERAL Springs, NC",1
22993,"red lodge, MT",1
22994,"St cloud, MN",1
22995,"WArrenton, NC",1
22996,"apache junction, AZ",1
22997,"helen, GA",1
22998,"Grayon, GA",1
22999,"Toronto Ontario, OH",1
23000,"Castaci, CA",1
23001,"Rochester, MA",1
23002,"NM, NM",1
23003,"Modena, NY",1
23004,"placitas, NM",1
23005,"Galena, MO",1
23006,"Rose City, MI",1
23007,"Hualapai, AZ",1
23008,"PINE BUSH, NY",1
23009,"Watkins Glen, NY",1
23010,"ripley, OH",1
23011,"QUARRYVILLE, PA",1
23012,"Black Creek, NC",1
23013,"shutesbury, MA",1
23014,"Saint Amant, LA",1
23015,"Boutte, LA",1
23016,"Chester, MD",1
23017,"Afton, TX",1
23018,"Wilson, NY",1
23019,"ZÃ¼rich (Switzerland), AL",1
23020,"santa rosa, NM",1
23021,"eeeee, NY",1
23022,"California city, CA",1
23023,"N.Fort Myers, FL",1
23024,"JEFFERSONVILLE, IN",1
23025,"pittsford, VT",1
23026,"ozark, MO",1
23027,"BERKLEY, CA",1
23028,"Bridgeport, OH",1
23029,"folsom, PA",1
23030,"Mt. Holly Springs, PA",1
23031,"Westfield Center, OH",1
23032,"sT.LOUIS, MO",1
23033,"Longmont, CO 80503, CO",1
23034,"fpo, AP",1
23035,"PIttsburg, CA",1
23036,"Choctaw, OK, OK",1
23037,"Aplington, IA",1
23038,"Frederidksburg, TX",1
23039,"medfield, MA",1
23040,"PHELPS, KY",1
23041,"RUMFORD, RI",1
23042,"WATERLOO, IA",1
23043,"north barrington, IL",1
23044,"Phillips, NE",1
23045,"rockport, TX",1
23046,"Chatfield, MN",1
23047,"Woodland Hiils, CA",1
23048,"Liburn, GA",1
23049,"Fairifeld, CA",1
23050,"Winston salem, NC",1
23051,"Camp Dennison, OH",1
23052,"Baroda, MI",1
23053,"gwynn Oak, MD",1
23054,"Monroe, VA",1
23055,"LaGrange, OH",1
23056,"Henry, IL",1
23057,"sebago, ME",1
23058,"Cliffside, NC",1
23059,"Haset, TX",1
23060,"san pablo, CA",1
23061,"Winslow, AR",1
23062,"Leckrone, PA",1
23063,"seekonk, MA",1
23064,"CHERRY VALLEY, NY",1
23065,"Fort Dix, NJ",1
23066,"greenville, GA",1
23067,"Rotterdam, NY",1
23068,"monticello, AR",1
23069,"Sykeston, ND",1
23070,"EDGEWATER, NJ",1
23071,"SPANAWAY, WA",1
23072,"Vienna, ME",1
23073,"Winter City, FL",1
23074,"BOILING SPRINGS, SC",1
23075,"Burlington, FL",1
23076,"bell gardens, CA",1
23077,"ENTERPRISE, UT",1
23078,"new milford, CT",1
23079,"Mackey, IN",1
23080,"Vienna, MD",1
23081,"new eagle, PA",1
23082,"Sewell, NY",1
23083,"grover, NC",1
23084,"Trout Valley, IL",1
23085,"paradise, CA",1
23086,"Oak RIdge, TN",1
23087,"Blue Rapids, KS",1
23088,"pHILADELPHIA, PA",1
23089,"HURRICANE, WV",1
23090,"Idaho Springs, CO",1
23091,"oldwick, NJ",1
23092,"murchison, TX",1
23093,"Campbell, TX",1
23094,"Ridge Farm, IL",1
23095,"Endeavor, WI",1
23096,"Quinton, AL",1
23097,"Windsor, NY",1
23098,"ste 1100, CA",1
23099,"Kagel Canyon, CA",1
23100,"PulASKI, TN",1
23101,"Afton, TN",1
23102,"NEWRY, PA",1
23103,"bar Harbor, ME",1
23104,"el camino village, CA",1
23105,"R.H.E., CA",1
23106,"enterprise, UT",1
23107,"harpers ferry, WV",1
23108,"Naples, TX",1
23109,"McAlisterville, PA",1
23110,"PINELLAS PARK, FL",1
23111,"memphis,tn, TN",1
23112,"ogden,   ",1
23113,"Hokes Bluff, AL",1
23114,"NORTON, KS",1
23115,"CHERRY HILL, NJ",1
23116,"Cayey, PR",1
23117,"NewHaven, CT",1
23118,"Marstons MIlls, MA",1
23119,"farmingdale, NJ",1
23120,"coeur d'alene, ID",1
23121,"Boiling Springs, NC",1
23122,"St Peterburg, FL",1
23123,"Bay City, OR",1
23124,"Lake Clarke Shores, FL",1
23125,"cummington, MA",1
23126,"Oak creek, WI",1
23127,"Ellsworth, MI",1
23128,"Kingsley, IA",1
